date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:51:46	96521/96521	---M-Z	200	added ('OK')	text/html	etag:%2217909-672b5a5b-3cd51b03f89b043;gz%22	https://themejunction.net/html/gerold/demo/index-3.html	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/index-3.html	(from )
19:51:48	128/128	---M-Z	200	added ('OK')	text/plain	etag:%22358-1733577565;gz%22	https://themejunction.net/robots.txt		(from )
19:51:49	1260/1260	---M--	200	added ('OK')	image/png	etag:%224ec-65e9710a-f424034e30668b0b;;;%22	https://themejunction.net/html/gerold/demo/assets/img/favicon.png	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/img/favicon.png	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:51:51	54454/54454	---M-Z	200	added ('OK')	text/css	etag:%22d4b6-65d44e36-758ed07bae923d11;gz%22	https://themejunction.net/html/gerold/demo/assets/css/animate.min.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/animate.min.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:51:53	232947/232947	---M-Z	200	added ('OK')	text/css	etag:%2238df3-65d44e36-35776cd12d6ce2e9;gz%22	https://themejunction.net/html/gerold/demo/assets/css/bootstrap.min.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/bootstrap.min.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:51:55	511983/511983	---M-Z	200	added ('OK')	text/css	etag:%227cfef-65d44e36-f5074f4cd24a52e6;gz%22	https://themejunction.net/html/gerold/demo/assets/css/font-awesome-pro.min.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/font-awesome-pro.min.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:51:55	2967/2967	---M-Z	200	added ('OK')	text/css	etag:%22b97-6645ca99-ad6d8ca96acf3eed;gz%22	https://themejunction.net/html/gerold/demo/assets/css/flaticon_gerold.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/flaticon_gerold.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:51:56	4007/4007	---M-Z	200	added ('OK')	text/css	etag:%22fa7-65d44e36-ba3ef594970ac762;gz%22	https://themejunction.net/html/gerold/demo/assets/css/nice-select.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/nice-select.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:51:57	1047/1047	---M-Z	200	added ('OK')	text/css	etag:%22417-65e70fc8-22e24025712fdd8a;gz%22	https://themejunction.net/html/gerold/demo/assets/css/backToTop.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/backToTop.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:51:59	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%22d17-65d44e36-c280ca71448588c5;gz%22	https://themejunction.net/html/gerold/demo/assets/css/owl.carousel.min.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/owl.carousel.min.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:00	19033/19033	---M-Z	200	added ('OK')	text/css	etag:%224a59-6645ca99-aa40c2cc11fe2850;gz%22	https://themejunction.net/html/gerold/demo/assets/css/swiper.min.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/swiper.min.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:01	4012/4012	---M-Z	200	added ('OK')	text/css	etag:%22fac-65d44e36-c038fc1ef33a99c7;gz%22	https://themejunction.net/html/gerold/demo/assets/css/odometer-theme-default.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/odometer-theme-default.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:03	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%221b27-65d44e36-5e2fbc2395fa013e;gz%22	https://themejunction.net/html/gerold/demo/assets/css/magnific-popup.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/magnific-popup.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:04	81606/81606	---M-Z	200	added ('OK')	text/css	etag:%2213ec6-672b5a5b-ba1da89ce11a64bf;gz%22	https://themejunction.net/html/gerold/demo/assets/css/main.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/main.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:07	17187/17187	---M-Z	200	added ('OK')	text/css	etag:%224323-67309b8d-a994c18e7779c407;gz%22	https://themejunction.net/html/gerold/demo/assets/css/main-2.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/main-2.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:08	17468/17468	---M-Z	200	added ('OK')	text/css	etag:%22443c-6729e2ec-7adb55c7d02d9c11;gz%22	https://themejunction.net/html/gerold/demo/assets/css/main-3.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/main-3.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:09	20999/20999	---M-Z	200	added ('OK')	text/css	etag:%225207-672f293e-d3ba801122f5bbf0;gz%22	https://themejunction.net/html/gerold/demo/assets/css/light-mode.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/light-mode.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:10	2575/2575	---M-Z	200	added ('OK')	text/css	etag:%22a0f-66926be9-d0b1c573e8d62810;gz%22	https://themejunction.net/html/gerold/demo/assets/css/meanmenu.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/meanmenu.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:12	18214/18214	---M-Z	200	added ('OK')	text/css	etag:%224726-66926be9-1104ee43a30e4724;gz%22	https://themejunction.net/html/gerold/demo/assets/css/responsive.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/responsive.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:13	5894/5894	---M-Z	200	added ('OK')	text/css	etag:%221706-66926be9-1437839636174d10;gz%22	https://themejunction.net/html/gerold/demo/assets/css/responsive-2.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/responsive-2.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:14	5688/5688	---M-Z	200	added ('OK')	text/css	etag:%221638-672c876d-8787e8bb5e24fc50;gz%22	https://themejunction.net/html/gerold/demo/assets/css/responsive-3.css	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/css/responsive-3.css	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:15	81903/81903	---M-Z	200	added ('OK')	text/html	etag:%2213fef-672b5a5b-1f2431bc6f4e5dd4;gz%22	https://themejunction.net/html/gerold/demo/index.html	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/index.html	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:16	3760/3760	---M--	200	added ('OK')	image/png	etag:%22eb0-65d44e36-c618c024a2d85faa;;;%22	https://themejunction.net/html/gerold/demo/assets/img/logo/logo.png	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/assets/img/logo/logo.png	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:17	69786/69786	---M-Z	200	added ('OK')	text/html	etag:%221109a-672b5a5b-ef69f9ec7bffe093;gz%22	https://themejunction.net/html/gerold/demo/index-2.html	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/index-2.html	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:19	75820/75820	---M-Z	200	added ('OK')	text/html	etag:%221282c-672b5a5b-b9860d4eab269638;gz%22	https://themejunction.net/html/gerold/demo/index-4.html	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/index-4.html	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:20	145486/145486	---M-Z	200	added ('OK')	text/html	etag:%222384e-672ce82d-47c6efae3a796aad;gz%22	https://themejunction.net/html/gerold/demo/index-5.html	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/index-5.html	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:21	103963/103963	---M-Z	200	added ('OK')	text/html	etag:%221961b-672f293e-1f5a33b218ba8775;gz%22	https://themejunction.net/html/gerold/demo/index-6.html	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/index-6.html	(from https://themejunction.net/html/gerold/demo/index-3.html)
19:52:22	116401/116401	---M-Z	200	added ('OK')	text/html	etag:%221c6b1-672f293e-b242f69070147d57;gz%22	https://themejunction.net/html/gerold/demo/index-7.html	C:/Users/Web%20Guru/Desktop/New/themejunction.net/html/gerold/demo/index-7.html	(from https://themejunction.net/html/gerold/demo/index-3.html)
